,Symbol,RalatedParty,EndDate,ISExit,Relationship,RegisterAddress,DirectHoldingRatio,IndirectHoldingRatio,Sub_Symbol,Name,is_foreign,is_subsidiary_listed,ind
1812,000034,合肥神州信创信息科技有限公司,2022-12-31,0,上市公司的子公司,合肥,,79.21,,神州数码,0,0,软件和信息技术服务
1813,000034,神州云科(北京)科技有限公司,2022-12-31,0,上市公司的子公司,北京,,100,,神州数码,0,0,技术服务、分销IT产品
1824,000034,上海神州数码有限公司,2022-12-31,0,上市公司的子公司,上海,100,,,神州数码,0,0,分销IT产品
1825,000034,神州数码(福州)科技有限公司,2022-12-31,0,上市公司的子公司,福州,,100,,神州数码,0,0,技术服务、分销IT产品
1826,000034,上海云角信息技术(香港)有限公司,2022-12-31,0,上市公司的子公司,香港,,100,,神州数码,0,0,信息技术开发与服务
1827,000034,合肥神州信创科技孵化有限公司,2022-12-31,0,上市公司的子公司,合肥,,79.21,,神州数码,0,0,创业空间服务、技术服务
1828,000034,上海云角信息技术有限公司,2022-12-31,0,上市公司的子公司,上海,100,,,神州数码,0,0,计算机科技领域技术开发、咨询、服务
1829,000034,广州神州数码有限公司,2022-12-31,1,上市公司的子公司,广州,,100,,神州数码,0,0,分销IT产品
1830,000034,北京神州数码云角信息技术有限公司,2022-12-31,0,上市公司的子公司,北京,,100,,神州数码,0,0,信息技术开发与服务
1831,000034,神州数码(深圳)有限公司,2022-12-31,0,上市公司的子公司,深圳,,100,,神州数码,0,0,分销IT产品
1832,000034,南京神州数码有限公司,2022-12-31,0,上市公司的子公司,南京,,100,,神州数码,0,0,分销IT产品
1833,000034,杭州神州数码有限公司,2022-12-31,0,上市公司的子公司,杭州,,100,,神州数码,0,0,分销IT产品
1834,000034,西安神州数码有限公司,2022-12-31,0,上市公司的子公司,西安,,100,,神州数码,0,0,分销IT产品
1835,000034,福州神州数码有限公司,2022-12-31,0,上市公司的子公司,福州,,100,,神州数码,0,0,分销IT产品
1836,000034,广州神州数码信息科技有限公司,2022-12-31,0,上市公司的子公司,广州,100,,,神州数码,0,0,分销IT产品
1837,000034,北京神州数码有限公司,2022-12-31,0,上市公司的子公司,北京,,100,,神州数码,0,0,分销IT产品
1838,000034,北京神州数码供应链服务有限公司,2022-12-31,0,上市公司的子公司,北京,,100,,神州数码,0,0,分销IT产品
1839,000034,神州数码(郑州)有限公司,2022-12-31,0,上市公司的子公司,郑州,,100,,神州数码,0,0,分销IT产品
1840,000034,北京神州数码云科信息技术有限公司,2022-12-31,0,上市公司的子公司,北京,,100,,神州数码,0,0,生产、分销IT产品
1842,000034,成都神州数码有限公司,2022-12-31,0,上市公司的子公司,成都,,100,,神州数码,0,0,分销IT产品
1843,000034,神州数码(香港)有限公司,2022-12-31,0,上市公司的子公司,香港,,100,,神州数码,0,0,分销IT产品、投资控股
1844,000034,武汉神州数码云科网络技术有限公司,2022-12-31,0,上市公司的子公司,武汉,,100,,神州数码,0,0,生产、分销IT产品
1845,000034,神州数码科技发展有限公司,2022-12-31,0,上市公司的子公司,香港,,100,,神州数码,0,0,分销IT产品
1846,000034,贵州神州数码云计算有限公司,2022-12-31,0,上市公司的子公司,贵阳,,100,,神州数码,0,0,生产、分销IT产品
1847,000034,北京神州数码云计算有限公司,2022-12-31,0,上市公司的子公司,北京,100,,,神州数码,0,0,生产、分销IT产品
1848,000034,北京神州数码电商科技有限公司,2022-12-31,0,上市公司的子公司,北京,,100,,神州数码,0,0,分销IT产品
1849,000034,神州数码云有限公司,2022-12-31,0,上市公司的子公司,香港,,100,,神州数码,0,0,分销IT产品
1850,000034,北京神州数码智慧生活科技有限公司,2022-12-31,0,上市公司的子公司,北京,,100,,神州数码,0,0,分销IT业务
1851,000034,神州数码澳门离岸商业服务有限公司,2022-12-31,0,上市公司的子公司,澳门,,100,,神州数码,0,0,分销IT产品
1852,000034,神州数码网络(香港)有限公司,2022-12-31,0,上市公司的子公司,香港,,100,,神州数码,0,0,分销IT产品
1853,000034,系统信息科技(香港)有限公司,2022-12-31,0,上市公司的子公司,香港,,100,,神州数码,0,0,分销IT产品
1854,000034,神州数码澳门有限公司,2022-12-31,0,上市公司的子公司,澳门,,100,,神州数码,0,0,分销IT产品
1855,000034,神州数码数据服务(香港)有限公司,2022-12-31,0,上市公司的子公司,香港,,100,,神州数码,0,0,无业务
1857,000035,天楹国际控股有限公司,,,,,,,,,,,投资
1858,000035,宁夏天楹环保能源有限公司,2022-12-31,0,上市公司的子公司,宁夏,95,,,中国天楹,0,0,电力生产业
1859,000035,Waste to Clean Energy forAustralia Pty Ltd.,,,,,,,,,,,垃圾焚烧发电、能源投资、技术研发
1860,000035,CNTYAustralia Pty Ltd.,,,,,,,,,,,投资
1861,000035,南通天城餐厨废弃物处理有限公司,2022-12-31,0,上市公司的子公司,江苏,80,,,中国天楹,0,0,餐厨废弃物的收集、运输和处置
1862,000035,上海智楹科技有限公司,,,,,,,,,,,机器人业务
1863,000035,Firion Investment S.L.,,,,,,,,,,,投资
1864,000035,Atlas Renewable LLC,,,,,,,,,,,商务
1865,000035,西安楹瑞再生资源利用有限公司,,,,,,,,,,,再生资源回收、加工、销售
1866,000035,CNTY Australia Pty Ltd.,,,,,,,,,,,投资
1867,000035,Waste to Clean Energy for Australia Pty Ltd.,,,,,,,,,,,垃圾焚烧发电、能源投资、技术研发
1868,000035,江苏斯瑞资源循环利用有限公司,2022-12-31,0,上市公司的子公司,江苏,100,,,中国天楹,0,0,再生资源回收、加工、销售
1869,000035,SOUTH ISLAND RESOURCE RECOVERY LTD,,,,,,,,,,,环保行业
1870,000035,海安鼎楹创业投资合伙企业(有限合伙),,,,,,,,,,,投资
1871,000035,"Benefits & Increases,S GPS,Unipessoal,Ltd.",,,,,,,,,,,保险
1872,000035,江苏海通经贸有限公司,2022-12-31,0,上市公司的子公司,江苏,100,,,中国天楹,0,0,供应链管理
1873,000035,欧洲中楹有限公司,2022-12-31,0,上市公司的子公司,比利时,100,,,中国天楹,0,0,垃圾焚烧发电、能源投资、技术研发
1874,000035,内蒙古天楹能源有限公司,2022-12-31,0,上市公司的子公司,内蒙古,100,,,中国天楹,0,0,电力、热力、燃气及水生产和供应业
1875,000035,辽源楹环城市环境服务有限公司,,,,,,,,,,,环卫一体化服务
1876,000035,上海天楹环境发展有限公司,2022-12-31,0,上市公司的子公司,上海,100,,,中国天楹,0,0,技术开发与服务
1877,000035,香港加楹投资有限公司,2022-12-31,0,上市公司的子公司,中国香港,100,,,中国天楹,0,0,投资
1878,000035,深圳前海天楹环保产业基金有限公司,2022-12-31,0,上市公司的子公司,深圳,100,,,中国天楹,0,0,投资
1879,000035,北京天楹零碳技术研究院有限公司,2022-12-31,0,上市公司的子公司,北京,90,,,中国天楹,0,0,科学研究和技术服务业
1880,000035,平邑天楹环保能源有限公司,2022-12-31,0,上市公司的子公司,山东,100,,,中国天楹,0,0,电力生产业
1881,000035,锡林浩特市天楹餐厨废弃物处理有限公司,2022-12-31,0,上市公司的子公司,内蒙古,100,,,中国天楹,0,0,餐厨废弃物的收集、运输和处置
1882,000035,江苏智楹科技有限公司,2022-12-31,0,上市公司的子公司,,,,,中国天楹,0,0,机器人业务
1883,000035,江苏中楹商务发展有限公司,2022-12-31,0,上市公司的子公司,江苏,100,,,中国天楹,0,0,商务
1884,000035,锡林浩特市天楹环保能源有限公司,2022-12-31,0,上市公司的子公司,内蒙古,76.74,,,中国天楹,0,0,电力生产业
1887,000035,欧洲天楹有限公司,2022-12-31,0,上市公司的子公司,比利时,35.14,35.14,,中国天楹,0,0,垃圾焚烧发电、能源投资、技术研发
1888,000035,上海天楹实业有限公司,2022-12-31,0,上市公司的子公司,上海,100,,,中国天楹,0,0,实业投资
1889,000035,江苏德展投资有限公司,2022-12-31,0,上市公司的子公司,江苏,100,,,中国天楹,0,0,投资
1892,000035,延边楹环城市环境服务有限公司,,,,,,,,,,,环卫一体化服务
1893,000035,延吉天楹环保能源有限公司,2022-12-31,0,上市公司的子公司,吉林,,100,,中国天楹,0,0,电力生产业
1894,000035,科尔沁左翼中旗天通能源有限公司,,,,,,,,,,,风光储氢氨一体化项目
1895,000035,莒南天楹环保能源有限公司,2022-12-31,0,上市公司的子公司,山东,,100,,中国天楹,0,0,电力生产业
1896,000035,启东天楹环保能源有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国天楹,0,0,电力生产业
1897,000035,深圳市兴晖投资发展有限公司,2022-12-31,0,上市公司的子公司,深圳,,100,,中国天楹,0,0,投资
1898,000035,深圳市富佳实业有限公司,2022-12-31,0,上市公司的子公司,深圳,,100,,中国天楹,0,0,实业投资
1899,000035,深圳市天楹环保能源有限公司,2022-12-31,0,上市公司的子公司,深圳,,100,,中国天楹,0,0,电力生产业
1900,000035,深圳市初谷实业有限公司,2022-12-31,0,上市公司的子公司,深圳,,100,,中国天楹,0,0,实业投资
1901,000035,牡丹江天楹环保能源有限公司,2022-12-31,0,上市公司的子公司,黑龙江,,100,,中国天楹,0,0,电力生产业
1902,000035,南通天楹建筑可再生资源有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国天楹,0,0,建筑垃圾可再生
1903,000035,上海天楹环境科技有限公司,2022-12-31,0,上市公司的子公司,上海,100,,,中国天楹,0,0,技术开发与服务
1904,000035,辽源天楹环保能源有限公司,2022-12-31,0,上市公司的子公司,吉林,,100,,中国天楹,0,0,电力生产业
1905,000035,江苏天楹环保能源成套设备有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国天楹,0,0,设备制造业
1906,000035,福州天楹环保能源有限公司,2022-12-31,0,上市公司的子公司,福建,,100,,中国天楹,0,0,电力生产业
1907,000035,海安天楹环保能源有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国天楹,0,0,电力生产业
1908,000035,如东天楹环保能源有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国天楹,0,0,电力生产业
1909,000035,江苏天楹环保能源有限公司,2022-12-31,0,上市公司的子公司,江苏,100,,,中国天楹,0,0,电力生产业
1910,000035,重庆市铜梁区天楹环保能源有限公司,2022-12-31,0,上市公司的子公司,重庆,,100,,中国天楹,0,0,电力生产业
1911,000035,滨州天楹环保能源有限公司,2022-12-31,0,上市公司的子公司,山东,,100,,中国天楹,0,0,电力生产业
1912,000035,汉阴楹环市容环境服务有限公司,,,,,,,,,,,环卫一体化服务
1913,000035,太和县天楹环保能源有限公司,2022-12-31,0,上市公司的子公司,安徽,,100,,中国天楹,0,0,电力生产业
1914,000035,重庆天楹环保能源有限公司,2022-12-31,0,上市公司的子公司,重庆,,100,,中国天楹,0,0,电力生产业
1915,000035,屏山楹环城乡环卫服务有限公司,,,,,,,,,,,环卫一体化服务
1916,000035,乌拉特中旗天楹新能源有限公司,,,,,,,,,,,重力储能
1917,000035,汪清楹环城乡环境服务有限公司,,,,,,,,,,,环卫一体化服务
1918,000035,山东能楹电力工程有限公司,,,,,,,,,,,重力储能
1919,000035,南通天楹佳润环境服务有限公司,,,,,,,,,,,环卫一体化服务
1920,000035,张掖能楹储能技术有限公司,,,,,,,,,,,重力储能
1921,000035,CNTY Germany GmbH,,,,,,,,,,,项目的开发
1922,000035,蒲城天楹环保能源有限公司,2022-12-31,0,上市公司的子公司,陕西,,100,,中国天楹,0,0,电力生产业
1924,000035,江苏天楹工程设计有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国天楹,0,0,工程设计
1925,000035,南通天楹环保能源有限公司,2022-12-31,0,上市公司的子公司,江苏,,75,,中国天楹,0,0,环保行业
1926,000035,东海县天楹环保能源有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国天楹,0,0,电力生产业
1927,000035,江苏天楹建设发展有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国天楹,0,0,建筑工程业
1928,000035,重庆市大足区天楹环保能源有限公司,2022-12-31,0,上市公司的子公司,重庆,,100,,中国天楹,0,0,电力生产业
1929,000035,常宁天楹环保能源有限公司,2022-12-31,0,上市公司的子公司,湖南,,100,,中国天楹,0,0,电力生产业
1930,000035,深圳市天禧实业有限公司,2022-12-31,0,上市公司的子公司,深圳,,100,,中国天楹,0,0,实业投资
1931,000035,云梦天楹环保能源有限公司,2022-12-31,0,上市公司的子公司,湖北,,100,,中国天楹,0,0,电力生产业
1932,000035,中楹国际环保产业投资(武汉)有限公司,2022-12-31,0,上市公司的子公司,湖北,100,,,中国天楹,0,0,投资
1933,000035,项城市天楹环保能源有限公司,2022-12-31,0,上市公司的子公司,山西,,100,,中国天楹,0,0,电力生产业
1934,000035,江苏能楹新能源科技发展有限公司,2022-12-31,0,上市公司的子公司,江苏,100,,,中国天楹,0,0,新兴能源技术研发、储能技术服务
1935,000035,海安中楹等离子体科技有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国天楹,0,0,等离子业务
1936,000035,唐山玉楹等离子体科技有限公司,2022-12-31,0,上市公司的子公司,河北,,80,,中国天楹,0,0,等离子业务
1937,000035,平顶山市保德利医疗废物处置有限公司,2022-12-31,0,上市公司的子公司,河南,,100,,中国天楹,0,0,等离子业务
1938,000035,扬州江楹等离子体科技有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国天楹,0,0,等离子业务
1939,000035,中楹国际供应链管理(海南)有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国天楹,0,0,供应链管理
1940,000035,江苏楹品优选贸易有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国天楹,0,0,供应链管理
1942,000035,江苏楹核环保科技有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国天楹,0,0,民用核材料处置、核材料处置
1943,000035,海安楹瑞资源循环利用有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国天楹,0,0,再生资源回收、加工、销售
1944,000035,楹瑞再生资源(上海)有限公司,2022-12-31,0,上市公司的子公司,上海,,100,,中国天楹,0,0,再生资源回收、加工、销售
1945,000035,南通楹瑞资源循环利用有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国天楹,0,0,再生资源回收、加工、销售
1946,000035,京津冀楹瑞再生资源利用(保定)有限公司,2022-12-31,0,上市公司的子公司,河北,,100,,中国天楹,0,0,再生资源回收、加工、销售
1947,000035,秦皇岛楹瑞资源再生利用有限公司,2022-12-31,0,上市公司的子公司,河北,,100,,中国天楹,0,0,再生资源回收、加工、销售
1949,000035,上海盈旌电信科技有限公司,2022-12-31,0,上市公司的子公司,上海,,50.99,,中国天楹,0,0,电信业务
1950,000035,上海盈昕电信科技有限公司,2022-12-31,0,上市公司的子公司,上海,,50.99,,中国天楹,0,0,电信业务
1951,000035,泗阳楹瑞资源循环利用有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国天楹,0,0,再生资源回收、加工、销售
1952,000035,扬州扬楹等离子体科技有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国天楹,0,0,等离子业务
1953,000035,常州常楹等离子体科技有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国天楹,0,0,等离子业务
1954,000035,江苏天楹等离子体科技有限公司,2022-12-31,0,上市公司的子公司,江苏,100,,,中国天楹,0,0,等离子业务
1955,000035,海安楹环农村环境服务有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国天楹,0,0,垃圾分类与收运服务
1956,000035,如东天恒环境服务有限公司,2022-12-31,0,上市公司的子公司,吉林,,55,,中国天楹,0,0,垃圾分类与收运服务
1957,000035,防城港天楹城市环境服务有限公司,2022-12-31,0,上市公司的子公司,广西,,100,,中国天楹,0,0,垃圾分类与收运服务
1958,000035,南京中楹市容环境服务有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国天楹,0,0,垃圾分类与收运服务
1959,000035,宿迁楹环市容环境服务有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国天楹,0,0,垃圾分类与收运服务
1960,000035,徐州市铜山区中楹环境服务有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国天楹,0,0,垃圾分类与收运服务
1961,000035,扬州沃楹环境服务有限公司,2022-12-31,0,上市公司的子公司,江苏,,51,,中国天楹,0,0,垃圾分类与收运服务
1962,000035,西安天楹城市环境服务有限公司,2022-12-31,0,上市公司的子公司,陕西,,51,,中国天楹,0,0,垃圾分类与收运服务
1963,000035,欧宝上城市环境服务有限公司,2022-12-31,0,上市公司的子公司,上海,,100,,中国天楹,0,0,垃圾分类与收运服务
1964,000035,海安楹强环卫装备制造有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国天楹,0,0,装备制造
1965,000035,滨州楹强城市环境服务有限公司,2022-12-31,0,上市公司的子公司,山东,,100,,中国天楹,0,0,垃圾分类与收运服务
1966,000035,乌海楹环城市环境管理有限公司,2022-12-31,0,上市公司的子公司,内蒙古,,100,,中国天楹,0,0,垃圾分类与收运服务
1967,000035,东台楹环物业管理服务有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国天楹,0,0,垃圾分类与收运服务
1968,000035,固原天楹城市环境服务有限公司,2022-12-31,0,上市公司的子公司,宁夏,,100,,中国天楹,0,0,垃圾分类与收运服务
1969,000035,海安楹强秸秆科技服务有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国天楹,0,0,农作物秸秆处理及加工利用服务
1970,000035,延吉天楹环境服务有限公司,2022-12-31,0,上市公司的子公司,吉林,,100,,中国天楹,0,0,垃圾分类与收运服务
1971,000035,重庆江楹城市环境服务有限公司,2022-12-31,0,上市公司的子公司,重庆,,100,,中国天楹,0,0,垃圾分类与收运服务
1972,000035,江苏天楹机器人智能科技有限公司,2022-12-31,0,上市公司的子公司,江苏,100,,,中国天楹,0,0,机器人业务
1973,000035,上海智楹机器人科技有限公司,2022-12-31,0,上市公司的子公司,上海,,100,,中国天楹,0,0,机器人业务
1974,000035,北京天楹环境科技有限公司,2022-12-31,0,上市公司的子公司,北京,100,,,中国天楹,0,0,垃圾分类与收运服务
1975,000035,四川山楹环境科技有限公司,2022-12-31,0,上市公司的子公司,四川,,66,,中国天楹,0,0,垃圾分类与收运服务
1976,000035,池州市天楹供销社资源回收有限公司,2022-12-31,0,上市公司的子公司,安徽,,70,,中国天楹,0,0,制造业
1977,000035,盈联电信投资(香港)有限公司,2022-12-31,0,上市公司的子公司,中国香港,,50.99,,中国天楹,0,0,投资
1978,000035,驻马店驿楹环保科技有限公司,2022-12-31,0,上市公司的子公司,河南,,100,,中国天楹,0,0,水利、环境和公共设施管理业
1979,000035,如东天燕环境服务有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国天楹,0,0,居民服务、修理和其他服务业
1980,000035,任丘市楹环环卫服务有限公司,2022-12-31,0,上市公司的子公司,河北,,100,,中国天楹,0,0,水利、环境和公共设施管理业
1981,000035,海安楹泰农村环境服务有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国天楹,0,0,居民服务、修理和其他服务业
1982,000035,海安楹坤农村环境服务有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国天楹,0,0,水利、环境和公共设施管理业
1983,000035,宁晋县楹环环境服务有限公司,2022-12-31,0,上市公司的子公司,河北,,100,,中国天楹,0,0,水利、环境和公共设施管理业
1984,000035,泰州楹环环境服务有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国天楹,0,0,水利、环境和公共设施管理业
1985,000035,元氏县楹环环境服务有限公司,2022-12-31,0,上市公司的子公司,河北,,100,,中国天楹,0,0,水利、环境和公共设施管理业
1986,000035,长沙楹瑞再生资源利用有限公司,2022-12-31,0,上市公司的子公司,湖南,,100,,中国天楹,0,0,制造业
1987,000035,武汉楹瑞再生资源利用有限公司,2022-12-31,0,上市公司的子公司,湖北,,100,,中国天楹,0,0,批发和零售业
1988,000035,南京楹瑞资源循环利用有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国天楹,0,0,批发和零售业
1989,000035,盐城楹瑞资源循环利用有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国天楹,0,0,批发和零售业
1990,000035,合肥楹瑞再生资源利用有限公司,2022-12-31,0,上市公司的子公司,安徽,,100,,中国天楹,0,0,批发和零售业
1991,000035,呼和浩特天楹资源回收有限公司,2022-12-31,0,上市公司的子公司,内蒙古,,100,,中国天楹,0,0,批发和零售业
1992,000035,江苏天楹资源回收有限公司,2022-12-31,0,上市公司的子公司,江苏,100,,,中国天楹,0,0,城市生活垃圾经营性服务
1994,000035,武汉兴楹城市环境服务有限公司,2022-12-31,0,上市公司的子公司,湖北,,51,,中国天楹,0,0,垃圾分类与收运服务
1995,000035,安楹资产管理有限公司,2022-12-31,0,上市公司的子公司,中国香港,,100,,中国天楹,0,0,资产管理
1997,000035,云南天楹投资有限公司,2022-12-31,0,上市公司的子公司,云南,100,,,中国天楹,0,0,投资
1998,000035,固原天楹九龙可再生资源有限公司,2022-12-31,0,上市公司的子公司,宁夏,,55,,中国天楹,0,0,建筑垃圾可再生
1999,000035,北京鹿苑天闻投资顾问有限责任公司,2022-12-31,0,上市公司的子公司,北京,90,,,中国天楹,0,0,投资
2000,000035,如东锦楹新能源科技发展有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国天楹,0,0,新兴能源技术研发、储能技术服务
2001,000035,上海中楹国际贸易有限公司,2022-12-31,0,上市公司的子公司,上海,100,,,中国天楹,0,0,批发
2002,000035,加拿大艾浦莱斯有限公司,2022-12-31,0,上市公司的子公司,加拿大,,100,,中国天楹,0,0,投资
2003,000035,中国天楹(香港)投资有限公司,2022-12-31,0,上市公司的子公司,中国香港,,90,,中国天楹,0,0,投资
2004,000035,华楹(新加坡)私人有限公司,2022-12-31,0,上市公司的子公司,新加坡,,65,,中国天楹,0,0,投资
2007,000035,香港天楹国际有限公司,2022-12-31,0,上市公司的子公司,中国香港,,100,,中国天楹,0,0,投资
2008,000035,联萃投资有限公司,2022-12-31,0,上市公司的子公司,越南,,70,,中国天楹,0,0,投资
2009,000035,河内天禹环保能源股份公司,2022-12-31,0,上市公司的子公司,越南,,93.9,,中国天楹,0,0,电力生产业
2010,000035,联萃投资有限公司(比利时),2022-12-31,0,上市公司的子公司,比利时,,70,,中国天楹,0,0,投资
2011,000035,富寿天禹环保能源有限公司,2022-12-31,0,上市公司的子公司,越南,,100,,中国天楹,0,0,电力生产业
2012,000035,清化天禹环保能源有限公司,2022-12-31,0,上市公司的子公司,越南,,80,,中国天楹,0,0,电力生产业
2013,000035,香港楹展投资有限公司,2022-12-31,0,上市公司的子公司,中国香港,,100,,中国天楹,0,0,投资
2015,000035,成都楹环城市环境服务有限公司,2022-12-31,1,上市公司的子公司,成都,,100,,中国天楹,0,0,垃圾分类与收运服务
2016,000035,上海盈联智能化科技股份有限公司,2022-12-31,0,上市公司的子公司,上海,50.99,,,中国天楹,0,0,电信业务
2017,000035,泗阳天楹城市环境服务有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国天楹,0,0,垃圾分类与收运服务
2018,000035,扬州天楹环保能源有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国天楹,0,0,电力生产业
2019,000035,阿特拉斯(江苏)新能源科技有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国天楹,0,0,科学研究和技术服务业
2020,000035,北京天楹鼎士科技发展有限公司,2022-12-31,0,上市公司的子公司,北京,,60,,中国天楹,0,0,科学研究和技术服务业
2021,000035,北京天楹正和科技发展有限公司,2022-12-31,0,上市公司的子公司,北京,,60,,中国天楹,0,0,科学研究和技术服务业
2023,000035,内蒙古天通能源有限公司,2022-12-31,0,上市公司的子公司,内蒙古,,80,,中国天楹,0,0,电力、热力、燃气及水生产和供应业
2024,000035,苏州鼎楹新能源科技有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国天楹,0,0,租赁和商务服务业
2025,000035,如东能楹储能科技有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国天楹,0,0,科学研究和技术服务业
2026,000035,菏泽光楹电力有限公司,2022-12-31,0,上市公司的子公司,山东,,100,,中国天楹,0,0,电力、热力、燃气及水生产和供应业
2027,000035,菏泽能楹电力有限公司,2022-12-31,0,上市公司的子公司,山东,,100,,中国天楹,0,0,电力、热力、燃气及水生产和供应业
2028,000035,如东能楹光伏电力有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国天楹,0,0,电力、热力、燃气及水生产和供应业
2029,000035,重庆市合川区天楹环保能源有限公司,2022-12-31,0,上市公司的子公司,重庆,,100,,中国天楹,0,0,电力生产业
2030,000035,如东能楹电力成套设备有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国天楹,0,0,电力、热力、燃气及水生产和供应业
2031,000035,印尼天楹有限公司,2022-12-31,0,上市公司的子公司,印度尼西亚,,100,,中国天楹,0,0,投资
2032,000035,雅加达雅天有限公司,2022-12-31,0,上市公司的子公司,印度尼西亚,,52.7,,中国天楹,0,0,环保行业
2033,000035,上海绪柏环境科技有限公司,2022-12-31,0,上市公司的子公司,上海,,100,,中国天楹,0,0,科学研究和技术服务业
2034,000035,新疆汇和瀚洋环境工程技术有限公司,2022-12-31,0,上市公司的子公司,新疆,,100,,中国天楹,0,0,科学研究和技术服务业
2035,000035,成都凯尔思医院管理服务有限公司,2022-12-31,0,上市公司的子公司,成都,,100,,中国天楹,0,0,租赁和商务服务业
2036,000035,西安凯尔思医院管理服务有限公司,2022-12-31,0,上市公司的子公司,陕西,,100,,中国天楹,0,0,租赁和商务服务业
2038,000035,北京天楹零碳科技发展有限公司,2022-12-31,0,上市公司的子公司,北京,100,,,中国天楹,0,0,科学研究和技术服务业
2039,000035,西吉县楹环环境科技有限公司,2022-12-31,0,上市公司的子公司,宁夏,,100,,中国天楹,0,0,垃圾分类与收运服务
2041,000035,江苏天楹股权投资私募基金管理有限公司,2022-12-31,0,上市公司的子公司,江苏,100,,,中国天楹,0,0,投资管理
2042,000035,海安海楹危废处理有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国天楹,0,0,危险废物治理
2043,000035,长春双阳区天楹环保能源有限公司,2022-12-31,0,上市公司的子公司,吉林,,100,,中国天楹,0,0,电力生产业
2045,000035,南通通楹环保能源有限公司,2022-12-31,0,上市公司的子公司,江苏,,70,,中国天楹,0,0,电力生产业
2046,000035,海安楹强环境服务有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国天楹,0,0,垃圾分类与收运服务
2047,000035,上海天楹城市环境服务有限公司,2022-12-31,0,上市公司的子公司,上海,,100,,中国天楹,0,0,垃圾分类与收运服务
2048,000035,郸城县楹环城市环境服务有限公司,2022-12-31,0,上市公司的子公司,河南,,100,,中国天楹,0,0,垃圾分类与收运服务
2049,000035,南通楹环城市环境服务有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国天楹,0,0,垃圾分类与收运服务
2050,000035,辉南楹环城市环境服务有限公司,2022-12-31,0,上市公司的子公司,吉林,,100,,中国天楹,0,0,垃圾分类与收运服务
2051,000035,南京楹环城市环境服务有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国天楹,0,0,垃圾分类与收运服务
2052,000035,如皋楹环城市环境服务有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国天楹,0,0,垃圾分类与收运服务
2053,000035,启东天楹市容环境服务有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国天楹,0,0,垃圾分类与收运服务
2054,000035,泰州楹泰环境服务有限公司,2022-12-31,0,上市公司的子公司,江苏,,100,,中国天楹,0,0,垃圾分类与收运服务
2055,000035,西安市阎良区楹环城市环境服务有限公司,2022-12-31,0,上市公司的子公司,陕西,,100,,中国天楹,0,0,垃圾分类与收运服务
2056,000035,四川楹环城市环境服务有限公司,2022-12-31,0,上市公司的子公司,四川,,100,,中国天楹,0,0,垃圾分类与收运服务
