股票代码,证券简称,参控公司,参控公司代码,参控关系,投资额(万元),持股比例(%),注册资本(万元),注册地,报告期,主营业务,是否上市/挂牌
000042.SZ,中洲控股,深圳市中洲地产有限公司,10067875.0,全资子公司,20000.0,100.0,20000.0,广东深圳,12/31/2022,房地产开发,否
000042.SZ,中洲控股,深圳市长城物流有限公司,10073242.0,控股子公司,14850.0,99.0,15000.0,广东深圳,12/31/2022,房地产开发,否
000042.SZ,中洲控股,深圳市盈灿建设有限公司,10098579.0,控股子公司,11400.0,95.0,12000.0,广东深圳,12/31/2022,工程施工,否
000042.SZ,中洲控股,深圳市香江置业有限公司,10100956.0,全资子公司,1000.0,100.0,1000.0,广东深圳,12/31/2022,房地产开发,否
000042.SZ,中洲控股,东莞市莞深长城地产有限公司,10108049.0,间接全资子公司,1000.0,100.0,1000.0,广东东莞,12/31/2022,房地产开发,否
000042.SZ,中洲控股,上海深长城地产有限公司,10110186.0,全资子公司,15000.0,100.0,15000.0,上海南汇,12/31/2022,房地产开发,否
000042.SZ,中洲控股,惠州大丰投资有限公司,10118792.0,间接全资子公司,3000.0,100.0,3000.0,广东惠州,12/31/2022,房地产开发,否
000042.SZ,中洲控股,惠州方联房地产有限公司,10118793.0,间接全资子公司,3000.0,100.0,3000.0,广东惠州,12/31/2022,房地产开发,否
000042.SZ,中洲控股,惠州市昊恒房地产开发有限公司,10422061.0,参股子公司,510.0,5.0,10200.0,广东惠州,12/31/2022,房地产开发,否
000042.SZ,中洲控股,惠州市康威投资发展有限公司,10422062.0,间接全资子公司,1000.0,100.0,1000.0,广东惠州,12/31/2022,房地产开发,否
000042.SZ,中洲控股,惠州中洲置业有限公司,10422065.0,全资子公司,100.0,100.0,100.0,广东惠州,12/31/2022,房地产开发,否
000042.SZ,中洲控股,成都市银河湾房地产开发有限公司,10426007.0,间接全资子公司,30000.0,100.0,30000.0,四川成都,12/31/2022,房地产开发,否
000042.SZ,中洲控股,深圳市圣廷苑物业管理有限公司,10450276.0,间接全资子公司,500.0,100.0,500.0,广东深圳,12/31/2022,物业管理,否
000042.SZ,中洲控股,深圳市中洲物业管理有限公司,10470615.0,全资子公司,1000.0,100.0,1000.0,广东深圳,12/31/2022,物业管理,否
000042.SZ,中洲控股,成都中洲锦江房地产有限公司,10536690.0,间接全资子公司,2000.0,100.0,2000.0,四川成都,12/31/2022,房地产开发,否
000042.SZ,中洲控股,青岛市旺洲置业有限公司,10539156.0,全资子公司,1000.0,100.0,1000.0,山东青岛,12/31/2022,房地产开发,否
000042.SZ,中洲控股,青岛市联顺地产有限公司,10539157.0,全资子公司,1000.0,100.0,1000.0,山东青岛,12/31/2022,房地产开发,否
000042.SZ,中洲控股,成都中洲投资有限公司,10540831.0,间接全资子公司,20000.0,100.0,20000.0,四川成都,12/31/2022,投资,否
000042.SZ,中洲控股,青岛市中洲地产有限公司,10581772.0,全资子公司,1000.0,100.0,1000.0,山东青岛,12/31/2022,房地产开发,否
000042.SZ,中洲控股,深圳市长城投资控股有限公司,10586954.0,全资子公司,5000.0,100.0,5000.0,广东深圳,12/31/2022,物业租赁,否
000042.SZ,中洲控股,成都文旅熊猫小镇投资有限公司,10586991.0,间接控股子公司,6000.0,60.0,10000.0,四川成都,12/31/2022,房地产开发,否
000042.SZ,中洲控股,四川中洲三岔湖投资有限公司,10587572.0,间接全资子公司,10000.0,100.0,10000.0,四川仁寿,12/31/2022,房地产开发,否
000042.SZ,中洲控股,四川中洲文旅投资有限公司,10588790.0,间接控股子公司,9400.0,94.0,10000.0,四川仁寿,12/31/2022,房地产开发,否
000042.SZ,中洲控股,深圳市中洲资本有限公司,10589810.0,全资子公司,10000.0,100.0,10000.0,广东深圳,12/31/2022,投资,否
000042.SZ,中洲控股,惠州市维臻房地产开发有限公司,10633774.0,间接全资子公司,1000.0,100.0,1000.0,广东惠州,12/31/2022,房地产开发,否
000042.SZ,中洲控股,宝丽房产(惠州)有限公司,10634085.0,间接控股子公司,3201.275,83.15,3850.0,广东惠州,12/31/2022,房地产开发,否
000042.SZ,中洲控股,嘉兴洲禾房地产有限公司,10663739.0,间接全资子公司,6000.0,100.0,6000.0,浙江嘉兴,12/31/2022,房地产开发,否
000042.SZ,中洲控股,惠州市绿洲投资发展有限公司,10663744.0,间接全资子公司,6000.0,100.0,6000.0,广东惠州,12/31/2022,房地产开发,否
000042.SZ,中洲控股,无锡中洲房地产有限公司,10663745.0,间接全资子公司,6000.0,100.0,6000.0,江苏无锡,12/31/2022,房地产开发,否
000042.SZ,中洲控股,惠州市浩瀚房地产开发有限公司,10680117.0,间接全资子公司,1000.0,100.0,1000.0,广东惠州,12/31/2022,房地产开发,否
000042.SZ,中洲控股,广州市中洲置地有限公司,10680553.0,全资子公司,5000.0,100.0,5000.0,广东广州,12/31/2022,房地产开发,否
000042.SZ,中洲控股,深圳龙柏文化创意有限公司,10682590.0,间接全资子公司,1000.0,100.0,1000.0,广东深圳,12/31/2022,房地产开发,否
000042.SZ,中洲控股,广州洲立置业有限公司,10682592.0,间接全资子公司,1000.0,100.0,1000.0,广东广州,12/31/2022,实业投资,否
000042.SZ,中洲控股,成都中洲洲成房地产有限公司,10682596.0,间接全资子公司,6000.0,100.0,6000.0,四川成都,12/31/2022,房地产开发,否
000042.SZ,中洲控股,深圳市中洲文化创意产业有限公司,10721740.0,全资子公司,1000.0,100.0,1000.0,广东深圳,12/31/2022,文化产业投资,否
000042.SZ,中洲控股,佛山洲立置业有限公司,10721943.0,间接全资子公司,5000.0,100.0,5000.0,佛山顺德,12/31/2022,房地产开发,否
000042.SZ,中洲控股,惠州市凯声电子有限公司,10722045.0,间接控股子公司,510.0,51.0,1000.0,广东惠州,12/31/2022,房地产开发,否
000042.SZ,中洲控股,东莞市中洲置地有限公司,10722143.0,全资子公司,1000.0,100.0,1000.0,广东东莞,12/31/2022,房地产开发,否
000042.SZ,中洲控股,无锡洲樾房地产有限公司,10722407.0,间接全资子公司,13000.0,100.0,13000.0,江苏无锡,12/31/2022,房地产开发,否
000042.SZ,中洲控股,惠州市艺新装饰有限公司,10722652.0,间接控股子公司,83.15,83.15,100.0,广东惠州,12/31/2022,房地产开发,否
000042.SZ,中洲控股,惠州市蕙质房地产开发有限公司,10722716.0,间接全资子公司,1000.0,100.0,1000.0,广东惠州,12/31/2022,房地产开发,否
000042.SZ,中洲控股,深圳市中洲产城投资发展有限公司,10722948.0,全资子公司,5000.0,100.0,5000.0,广东深圳,12/31/2022,投资,否
000042.SZ,中洲控股,深圳市中洲商置投资有限公司,10722996.0,全资子公司,1000.0,100.0,1000.0,广东深圳,12/31/2022,投资,否
000042.SZ,中洲控股,惠州市筑品房地产开发有限公司,10723066.0,间接全资子公司,1000.0,100.0,1000.0,广东惠州,12/31/2022,房地产开发,否
000042.SZ,中洲控股,惠州市菁金房地产开发有限公司,10723127.0,间接全资子公司,1000.0,100.0,1000.0,广东惠州,12/31/2022,房地产开发,否
000042.SZ,中洲控股,深圳中洲宝华置业有限公司,10726162.0,子公司,,,1000.0,广东深圳,12/31/2022,房地产开发,否
000042.SZ,中洲控股,惠州市银泰达实业有限公司,10726172.0,间接控股子公司,4500.0,90.0,5000.0,广东惠州,12/31/2022,房地产开发,否
000042.SZ,中洲控股,广州南沙区投元置业有限公司,10924623.0,间接控股子公司,2550.0,51.0,5000.0,广州南沙,12/31/2022,房地产开发,否
000042.SZ,中洲控股,惠州创筑房地产有限公司,10934853.0,间接全资子公司,100.0,100.0,100.0,广东惠州,12/31/2022,房地产开发,否
000042.SZ,中洲控股,重庆洲立房地产有限公司,10934858.0,全资子公司,1000.0,100.0,1000.0,重庆市,12/31/2022,房地产开发,否
000042.SZ,中洲控股,惠州惠兴房地产有限公司,10934860.0,间接全资子公司,5000.0,100.0,5000.0,广东惠州,12/31/2022,房地产开发,否
000042.SZ,中洲控股,惠州市中科低碳经济科技有限公司,10934863.0,间接控股子公司,1200.0,60.0,2000.0,广东惠州,12/31/2022,房地产开发,否
000042.SZ,中洲控股,惠州创佳房地产有限公司,10934867.0,间接全资子公司,1000.0,100.0,1000.0,广东惠州,12/31/2022,房地产开发,否
000042.SZ,中洲控股,成都市洲天房地产开发有限公司,10935063.0,间接全资子公司,1000.0,100.0,1000.0,四川成都,12/31/2022,房地产开发,否
000042.SZ,中洲控股,成都市洲金房地产开发有限公司,10935065.0,间接全资子公司,1000.0,100.0,1000.0,四川成都,12/31/2022,房地产开发,否
000042.SZ,中洲控股,成都市洲立房地产开发有限公司,10935066.0,间接全资子公司,1000.0,100.0,1000.0,四川成都,12/31/2022,房地产开发,否
000042.SZ,中洲控股,惠州宏晟置业有限公司,10935067.0,间接全资子公司,5000.0,100.0,5000.0,广东惠州,12/31/2022,房地产开发,否
000042.SZ,中洲控股,惠州市远致房地产开发有限公司,10935068.0,间接全资子公司,1000.0,100.0,1000.0,广东惠州,12/31/2022,房地产开发,否
000042.SZ,中洲控股,深圳市中洲酒店管理有限公司,10957290.0,全资子公司,1000.0,100.0,1000.0,广东深圳,12/31/2022,酒店管理,否
000042.SZ,中洲控股,成都洲新房地产开发有限公司,10957294.0,间接全资子公司,12000.0,100.0,12000.0,四川成都,12/31/2022,房地产开发,否
000042.SZ,中洲控股,东莞中洲城市开发有限公司,10957302.0,间接全资子公司,2000.0,100.0,2000.0,广东东莞,12/31/2022,房地产开发,否
000042.SZ,中洲控股,长城物业集团股份有限公司,10019078.0,参股子公司,,,8154.4,广东省深圳市,12/31/2022,,港交所待上市(H3166.HK 长城物业)
000042.SZ,中洲控股,东莞市中洲置业有限公司,10933891.0,参股子公司,,,5000.0,广东省东莞市,12/31/2022,,否
000042.SZ,中洲控股,华航直升机(深圳)有限公司,10000243311.0,参股子公司,,,7200.0,广东省深圳市,12/31/2022,,否
000042.SZ,中洲控股,惠州山顶会议旅游度假中心有限公司,10717803.0,参股子公司,,,10000.0,广东省惠州市,12/31/2022,,否
000042.SZ,中洲控股,惠州市骏洋投资开发有限公司,10547829.0,参股子公司,,,4150.0,广东省惠州市,12/31/2022,,否
000042.SZ,中洲控股,深圳市嘉业投资控股有限公司,10568895.0,参股子公司,,,10000.0,广东省深圳市,12/31/2022,,否
000042.SZ,中洲控股,东莞市洲荣房地产有限公司,10000190339.0,间接控股子公司,800.0,80.0,1000.0,广东东莞,12/31/2022,房地产开发,否
000045.SZ,深纺织A,深圳市丽斯实业发展有限公司,10047206.0,全资子公司,236.0,100.0,236.0,深圳市,06/30/2023,国内贸易、物业租赁,否
000045.SZ,深纺织A,深圳市盛锦联科技有限公司,10000251792.0,间接全资子公司,100.0,100.0,100.0,深圳市,06/30/2023,"偏光片技术开发,自有物业租赁,物业管理",否
000045.SZ,深纺织A,深圳市深纺笋岗物业管理有限公司,10000177708.0,全资子公司,100.0,100.0,100.0,深圳市,06/30/2023,物业管理,否
000045.SZ,深纺织A,业晖国际有限公司,10047218.0,参股子公司,,,150.0,香港特别行政区,06/30/2023,,否
000045.SZ,深纺织A,深圳常联发印染有限公司,10108056.0,参股子公司,,,647.0,广东省深圳市,06/30/2023,,否
000045.SZ,深纺织A,盛投(香港)有限公司,10450290.0,间接全资子公司,1.0,100.0,1.0,香港,06/30/2023,偏光片销售,否
000045.SZ,深纺织A,深圳冠华印染有限公司,10117961.0,合营企业,5495.11321,50.16,10955.169876,深圳市,06/30/2023,物业租赁,否
000045.SZ,深纺织A,深圳市盛波光电科技有限公司,10047216.0,控股子公司,34999.99998,60.0,58333.3333,深圳市,06/30/2023,偏光片生产与销售,否
000045.SZ,深纺织A,深圳市美百年服装有限公司,10047212.0,全资子公司,1300.0,100.0,1300.0,深圳市,06/30/2023,生产全电子提花全成型针织服装,否
000045.SZ,深纺织A,深圳市深纺物业管理有限公司,10047209.0,全资子公司,160.04,100.0,160.04,深圳市,06/30/2023,物业管理,否
000045.SZ,深纺织A,深圳市华强宾馆有限公司,10047208.0,全资子公司,1000.53,100.0,1000.53,深圳市,06/30/2023,住宿、商务中心,否
000045.SZ,深纺织A,深圳市丽斯实业发展有限公司,10047206.0,全资子公司,236.0,100.0,236.0,深圳市,12/31/2022,国内贸易、物业租赁,否
000045.SZ,深纺织A,深圳市华强宾馆有限公司,10047208.0,全资子公司,1000.53,100.0,1000.53,深圳市,12/31/2022,住宿、商务中心,否
000045.SZ,深纺织A,深圳市深纺物业管理有限公司,10047209.0,全资子公司,160.04,100.0,160.04,深圳市,12/31/2022,物业管理,否
000045.SZ,深纺织A,深圳市美百年服装有限公司,10047212.0,全资子公司,1300.0,100.0,1300.0,深圳市,12/31/2022,生产全电子提花全成型针织服装,否
000045.SZ,深纺织A,深圳市盛波光电科技有限公司,10047216.0,控股子公司,34999.99998,60.0,58333.3333,深圳市,12/31/2022,偏光片生产与销售,否
000045.SZ,深纺织A,深圳冠华印染有限公司,10117961.0,合营企业,5495.11321,50.16,10955.169876,深圳市,12/31/2022,物业租赁,否
000045.SZ,深纺织A,盛投(香港)有限公司,10450290.0,间接全资子公司,1.0,100.0,1.0,香港,12/31/2022,偏光片销售,否
000045.SZ,深纺织A,深圳常联发印染有限公司,10108056.0,参股子公司,,,647.0,广东省深圳市,12/31/2022,,否
000045.SZ,深纺织A,业晖国际有限公司,10047218.0,参股子公司,,,150.0,香港特别行政区,12/31/2022,,否
000045.SZ,深纺织A,深圳市深纺笋岗物业管理有限公司,10000177708.0,全资子公司,100.0,100.0,100.0,深圳市,12/31/2022,物业管理,否
000045.SZ,深纺织A,深圳市盛锦联科技有限公司,10000251792.0,间接全资子公司,100.0,100.0,100.0,深圳市,12/31/2022,偏光片技术开发;自有物业租赁;物业管理,否
000048.SZ,京基智农,广东京基智农时代有限公司,10000053395.0,全资子公司,100000.0,100.0,100000.0,深圳市,06/30/2023,养殖,否
000048.SZ,京基智农,深圳市康达尔金融信息服务有限公司,10607400.0,间接控股子公司,510.0,51.0,1000.0,深圳市,06/30/2023,投资咨询、信息咨询,否
000048.SZ,京基智农,厦门康达尔圆香食品有限公司,10600427.0,控股子公司,350.0,70.0,500.0,厦门市,06/30/2023,批零禽畜产品,否
000048.SZ,京基智农,深圳市丰收保险经纪有限公司,10591720.0,全资子公司,5000.0,100.0,5000.0,深圳市,06/30/2023,投资,否
000048.SZ,京基智农,通用前海投资(深圳)有限公司,10588018.0,间接参股子公司,450.0,45.0,1000.0,深圳市,06/30/2023,房地产开发、投资咨询,否
000048.SZ,京基智农,厦门康达尔牧新实业有限公司,10570189.0,控股子公司,3184.02,75.81,4200.0,厦门市,06/30/2023,养殖,否
000048.SZ,京基智农,深圳市京基智农食品有限公司,10474311.0,控股子公司,4750.0,95.0,5000.0,深圳市,06/30/2023,农产品销售,否
000048.SZ,京基智农,深圳市康达尔前海投资有限公司,10430172.0,全资子公司,10000.0,100.0,10000.0,深圳市,06/30/2023,投资,否
000048.SZ,京基智农,惠州京基智农畜牧有限公司,10422063.0,控股子公司,210.0,70.0,300.0,惠州市,06/30/2023,养殖,否
000048.SZ,京基智农,广东京基智农科技有限公司,10297260.0,间接控股子公司,510.0,51.0,1000.0,东莞市,06/30/2023,饲料生产及销售,否
000048.SZ,京基智农,深圳市京基智农工业园发展有限公司,10043805.0,全资子公司,200.0,100.0,200.0,深圳市,06/30/2023,物业出租,否
000048.SZ,京基智农,深圳市京基智农贸易有限公司,10042795.0,全资子公司,820.0,100.0,820.0,深圳市,06/30/2023,国内商业、进出口,否
000048.SZ,京基智农,深圳市康达尔饲料有限公司,10041377.0,全资子公司,5000.0,100.0,5000.0,深圳市,06/30/2023,饲料生产及销售,否
000048.SZ,京基智农,深圳市京基智农实业有限公司,10041376.0,全资子公司,3000.0,100.0,3000.0,深圳市,06/30/2023,种猪、猪苗等,否
000048.SZ,京基智农,满旺发展有限公司,10020720.0,控股子公司,0.0,68.0,0.0,香港,06/30/2023,物业出租,否
000048.SZ,京基智农,深圳市前湾电力发展有限公司,10020713.0,控股子公司,7200.0,90.0,8000.0,深圳市,06/30/2023,电力,否
000048.SZ,京基智农,深圳市京基智农研究中心有限公司,10000598978.0,全资子公司,1000.0,100.0,1000.0,深圳市,06/30/2023,研究和试验发展,否
000048.SZ,京基智农,深圳市京基智农智慧园区运营有限公司,10000514345.0,全资子公司,90000.0,100.0,90000.0,深圳市,06/30/2023,研究和试验发展,否
000048.SZ,京基智农,德庆县京基智农时代有限公司,10000252336.0,间接全资子公司,1000.0,100.0,1000.0,德庆县,06/30/2023,养殖,否
000048.SZ,京基智农,深圳市京基智农房地产开发有限公司,10000252322.0,全资子公司,8000.0,100.0,8000.0,深圳市,06/30/2023,房地产开发,否
000048.SZ,京基智农,华航直升机(深圳)有限公司,10000243311.0,联营企业,1800.0,25.0,7200.0,深圳市,06/30/2023,航空服务,否
000048.SZ,京基智农,阳春市京基智农时代有限公司,10000183361.0,间接全资子公司,1000.0,100.0,1000.0,阳春市,06/30/2023,养殖,否
000048.SZ,京基智农,贺州市京基智农饲料有限公司,10000183357.0,间接全资子公司,1000.0,100.0,1000.0,贺州市,06/30/2023,养殖,否
000048.SZ,京基智农,云浮市京基智农时代有限公司,10000183355.0,间接全资子公司,1000.0,100.0,1000.0,云浮市,06/30/2023,养殖,否
000048.SZ,京基智农,肇庆市京基智农时代有限公司,10000183353.0,间接全资子公司,1000.0,100.0,1000.0,肇庆市,06/30/2023,养殖,否
000048.SZ,京基智农,汕尾市京基智农时代有限公司,10000183342.0,间接全资子公司,1000.0,100.0,1000.0,汕尾市,06/30/2023,养殖,否
000048.SZ,京基智农,阳江市京基智农时代有限公司,10000140516.0,间接全资子公司,1000.0,100.0,1000.0,阳江市,06/30/2023,养殖,否
000048.SZ,京基智农,台山市京基智农时代有限公司,10000125553.0,间接全资子公司,1000.0,100.0,1000.0,台山市,06/30/2023,养殖,否
000048.SZ,京基智农,徐闻县京基智农时代有限公司,10000100189.0,间接全资子公司,71000.0,100.0,71000.0,徐闻县,06/30/2023,养殖,否
000048.SZ,京基智农,贺州市京基智农时代有限公司,10000099139.0,间接全资子公司,67000.0,100.0,67000.0,贺州市,06/30/2023,养殖,否
000048.SZ,京基智农,高州市京基智农时代有限公司,10000098462.0,间接全资子公司,38000.0,100.0,38000.0,高州市,06/30/2023,养殖,否
000048.SZ,京基智农,文昌市京基智农时代有限公司,10000098457.0,间接全资子公司,32000.0,100.0,32000.0,文昌市,06/30/2023,养殖,否
000048.SZ,京基智农,广东京基智农时代有限公司,10000053395.0,全资子公司,100000.0,100.0,100000.0,深圳市,12/31/2022,养殖,否
000048.SZ,京基智农,文昌市京基智农时代有限公司,10000098457.0,间接全资子公司,32000.0,100.0,32000.0,文昌市,12/31/2022,养殖,否
000048.SZ,京基智农,高州市京基智农时代有限公司,10000098462.0,间接全资子公司,38000.0,100.0,38000.0,高州市,12/31/2022,养殖,否
000048.SZ,京基智农,贺州市京基智农时代有限公司,10000099139.0,间接全资子公司,67000.0,100.0,67000.0,贺州市,12/31/2022,养殖,否
000048.SZ,京基智农,徐闻县京基智农时代有限公司,10000100189.0,间接全资子公司,71000.0,100.0,71000.0,徐闻县,12/31/2022,养殖,否
000048.SZ,京基智农,台山市京基智农时代有限公司,10000125553.0,间接全资子公司,1000.0,100.0,1000.0,台山市,12/31/2022,养殖,否
000048.SZ,京基智农,阳江市京基智农时代有限公司,10000140516.0,间接全资子公司,1000.0,100.0,1000.0,阳江市,12/31/2022,养殖,否
000048.SZ,京基智农,汕尾市京基智农时代有限公司,10000183342.0,间接全资子公司,1000.0,100.0,1000.0,汕尾市,12/31/2022,养殖,否
000048.SZ,京基智农,肇庆市京基智农时代有限公司,10000183353.0,间接全资子公司,1000.0,100.0,1000.0,肇庆市,12/31/2022,养殖,否
000048.SZ,京基智农,云浮市京基智农时代有限公司,10000183355.0,间接全资子公司,1000.0,100.0,1000.0,云浮市,12/31/2022,养殖,否
000048.SZ,京基智农,贺州市京基智农饲料有限公司,10000183357.0,间接全资子公司,1000.0,100.0,1000.0,贺州市,12/31/2022,养殖,否
000048.SZ,京基智农,阳春市京基智农时代有限公司,10000183361.0,间接全资子公司,1000.0,100.0,1000.0,阳春市,12/31/2022,养殖,否
000048.SZ,京基智农,华航直升机(深圳)有限公司,10000243311.0,联营企业,1800.0,25.0,7200.0,深圳市,12/31/2022,航空服务,否
000048.SZ,京基智农,深圳市京基智农房地产开发有限公司,10000252322.0,全资子公司,8000.0,100.0,8000.0,深圳市,12/31/2022,房地产开发,否
000048.SZ,京基智农,德庆县京基智农时代有限公司,10000252336.0,间接全资子公司,1000.0,100.0,1000.0,德庆县,12/31/2022,养殖,否
000048.SZ,京基智农,深圳市京基智农智慧园区运营有限公司,10000514345.0,全资子公司,90000.0,100.0,90000.0,深圳市,12/31/2022,研究和试验发展,否
000048.SZ,京基智农,深圳市前湾电力发展有限公司,10020713.0,控股子公司,7200.0,90.0,8000.0,深圳市,12/31/2022,电力,否
000048.SZ,京基智农,满旺发展有限公司,10020720.0,控股子公司,0.0,68.0,0.0,香港,12/31/2022,物业出租,否
000048.SZ,京基智农,深圳市京基智农实业有限公司,10041376.0,全资子公司,3000.0,100.0,3000.0,深圳市,12/31/2022,种猪、猪苗等,否
000048.SZ,京基智农,深圳市康达尔饲料有限公司,10041377.0,全资子公司,5000.0,100.0,5000.0,深圳市,12/31/2022,饲料生产及销售,否
000048.SZ,京基智农,深圳市京基智农贸易有限公司,10042795.0,全资子公司,820.0,100.0,820.0,深圳市,12/31/2022,国内商业、进出口,否
000048.SZ,京基智农,深圳市京基智农工业园发展有限公司,10043805.0,全资子公司,200.0,100.0,200.0,深圳市,12/31/2022,物业出租,否
000048.SZ,京基智农,深圳康达尔(安徽)饲料有限公司,10092953.0,控股子公司,153.0,51.0,300.0,安徽萧县,12/31/2022,饲料生产及销售,否
000048.SZ,京基智农,广东京基智农科技有限公司,10297260.0,间接控股子公司,510.0,51.0,1000.0,东莞市,12/31/2022,饲料生产及销售,否
000048.SZ,京基智农,惠州京基智农畜牧有限公司,10422063.0,控股子公司,210.0,70.0,300.0,惠州市,12/31/2022,养殖,否
000048.SZ,京基智农,深圳市康达尔前海投资有限公司,10430172.0,全资子公司,10000.0,100.0,10000.0,深圳市,12/31/2022,投资,否
000048.SZ,京基智农,深圳市京基智农食品有限公司,10474311.0,控股子公司,4750.0,95.0,5000.0,深圳市,12/31/2022,农产品销售,否
000048.SZ,京基智农,厦门康达尔牧新实业有限公司,10570189.0,控股子公司,3184.02,75.81,4200.0,厦门市,12/31/2022,养殖,否
000048.SZ,京基智农,通用前海投资(深圳)有限公司,10588018.0,间接参股子公司,450.0,45.0,1000.0,深圳市,12/31/2022,房地产开发、投资咨询,否
000048.SZ,京基智农,深圳市丰收保险经纪有限公司,10591720.0,全资子公司,5000.0,100.0,5000.0,深圳市,12/31/2022,投资,否
000048.SZ,京基智农,厦门康达尔圆香食品有限公司,10600427.0,控股子公司,350.0,70.0,500.0,厦门市,12/31/2022,批零禽畜产品,否
000048.SZ,京基智农,深圳市康达尔金融信息服务有限公司,10607400.0,间接控股子公司,510.0,51.0,1000.0,深圳市,12/31/2022,投资咨询、信息咨询,否
000049.SZ,德赛电池,德赛电池(香港)投资有限公司,10000174478.0,间接全资子公司,1500.0,100.0,1500.0,香港,06/30/2023,投资、贸易,否
000049.SZ,德赛电池,惠州市德赛智储科技有限公司,10000567587.0,间接全资子公司,20000.0,100.0,20000.0,惠州,06/30/2023,制造业,否
000049.SZ,德赛电池,湖南德赛电池有限公司,10000300758.0,控股子公司,35000.0,70.0,50000.0,长沙市,06/30/2023,储能电芯业务,否
000049.SZ,德赛电池,广东德赛矽镨技术有限公司,10000296130.0,全资子公司,14000.0,100.0,14000.0,惠州,06/30/2023,系统级封装(SIP)业务,否
000049.SZ,德赛电池,北京富奥星电子技术有限公司,10000181679.0,参股子公司,,,1000.0,北京市,06/30/2023,,否
000049.SZ,德赛电池,创值投资有限公司,,间接全资子公司,,100.0,,新加坡,06/30/2023,投资、贸易,否
000049.SZ,德赛电池,德赛电池(长沙)有限公司,11000190.0,间接全资子公司,2000.0,100.0,2000.0,长沙市,06/30/2023,制造业,否
000049.SZ,德赛电池,惠州市蓝微新源技术有限公司,10561439.0,间接全资子公司,25000.0,100.0,25000.0,惠州,06/30/2023,制造业,否
000049.SZ,德赛电池,惠州市蓝微电子有限公司,10071059.0,全资子公司,28000.0,100.0,28000.0,惠州,06/30/2023,中小型锂电池电源管理系统业务,否
000049.SZ,德赛电池,惠州市德赛电池有限公司,10071058.0,全资子公司,70000.0,100.0,70000.0,惠州,06/30/2023,中小型锂电池封装集成业务,否
000049.SZ,德赛电池,蓝微(匈牙利)有限公司,10000567611.0,间接全资子公司,,100.0,,匈牙利,06/30/2023,贸易,否
000049.SZ,德赛电池,德赛电池(越南)有限公司,10000312197.0,间接全资子公司,,100.0,,越南,06/30/2023,制造业,否
000049.SZ,德赛电池,蓝微电子(越南)有限公司,10000036783.0,间接全资子公司,,100.0,,越南,06/30/2023,制造业,否
000049.SZ,德赛电池,蓝微电子(香港)有限公司,10000036782.0,间接全资子公司,,100.0,,香港,06/30/2023,贸易,否
000049.SZ,德赛电池,蓝微电子(香港)有限公司,10000036782.0,间接全资子公司,,100.0,,香港,12/31/2022,贸易,否
000049.SZ,德赛电池,蓝微电子(越南)有限公司,10000036783.0,间接全资子公司,,100.0,,越南,12/31/2022,制造业,否
000049.SZ,德赛电池,德赛电池(香港)投资有限公司,10000174478.0,间接全资子公司,1500.0,100.0,1500.0,香港,12/31/2022,投资、贸易,否
000049.SZ,德赛电池,德赛电池(越南)有限公司,10000312197.0,间接全资子公司,,100.0,,越南,12/31/2022,制造业,否
000049.SZ,德赛电池,蓝微(匈牙利)有限公司,10000567611.0,间接全资子公司,,100.0,,匈牙利,12/31/2022,贸易,否
000049.SZ,德赛电池,惠州市德赛电池有限公司,10071058.0,全资子公司,70000.0,100.0,70000.0,惠州,12/31/2022,中小型锂电池封装集成业务,否
000049.SZ,德赛电池,惠州市蓝微电子有限公司,10071059.0,全资子公司,28000.0,100.0,28000.0,惠州,12/31/2022,中小型锂电池电源管理系统业务,否
000049.SZ,德赛电池,惠州市蓝微新源技术有限公司,10561439.0,间接全资子公司,25000.0,100.0,25000.0,惠州,12/31/2022,制造业,否
000049.SZ,德赛电池,德赛电池(长沙)有限公司,11000190.0,间接全资子公司,2000.0,100.0,2000.0,长沙市,12/31/2022,制造业,否
000049.SZ,德赛电池,北京富奥星电子技术有限公司,10000181679.0,参股子公司,,,1000.0,北京市,12/31/2022,,否
000049.SZ,德赛电池,广东德赛矽镨技术有限公司,10000296130.0,全资子公司,14000.0,100.0,14000.0,惠州,12/31/2022,系统级封装(SIP)业务,否
000049.SZ,德赛电池,湖南德赛电池有限公司,10000300758.0,控股子公司,35000.0,70.0,50000.0,长沙市,12/31/2022,制造业,否
000049.SZ,德赛电池,惠州市德赛智储科技有限公司,10000567587.0,间接全资子公司,20000.0,100.0,20000.0,惠州,12/31/2022,制造业,否
000050.SZ,深天马A,湖北长江新型显示产业创新中心有限公司,10000051348.0,全资子公司,150000.0,100.0,150000.0,武汉市,12/31/2023,制造业,否
000050.SZ,深天马A,天马欧洲公司,10581848.0,全资子公司,2.5,100.0,2.5,德国杜塞尔多夫,12/31/2023,商业贸易,否
000050.SZ,深天马A,天马(芜湖)微电子有限公司,10000355775.0,控股子公司,249984.0,52.08,480000.0,芜湖市,12/31/2023,制造业,否
000050.SZ,深天马A,天马微电子科技有限公司,10000350209.0,全资子公司,5000.0,100.0,5000.0,厦门市,12/31/2023,商业贸易,否
000050.SZ,深天马A,天马美国公司,10581846.0,全资子公司,263.64,100.0,263.64,美国洛杉矶,12/31/2023,商业贸易,否
000050.SZ,深天马A,天马日本公司,10320019.0,全资子公司,10000.0,100.0,10000.0,日本,12/31/2023,制造业,否
